,Location,Total Cases,Total Deaths,Total Recovered
17721,Bengkulu,20379,310,16272
17722,DKI Jakarta,832228,12812,809037
17723,Daerah Istimewa Yogyakarta,130414,3959,92940
17724,Gorontalo,9420,277,7302
17726,Jambi,22883,516,17584
17727,Jawa Barat,638259,10608,552472
17728,Jawa Tengah,419318,22978,353427
17729,Jawa Timur,339229,23587,273777
17730,Kalimantan Barat,29243,722,23737
17731,Kalimantan Selatan,54675,1602,42067
17732,Kalimantan Tengah,37514,1041,31472
17733,Kalimantan Timur,132281,4045,108113
17734,Kalimantan Utara,25531,469,18049
17735,Kepulauan Bangka Belitung,38837,881,31425
17736,Kepulauan Riau,48494,1352,42649
17737,Lampung,39812,2670,30307
17738,Maluku,13737,234,10593
17739,Maluku Utara,10840,253,8783
17740,Nusa Tenggara Barat,21787,596,19483
17741,Nusa Tenggara Timur,48657,896,36502
17742,Papua,28933,434,16925
17743,Papua Barat,20223,300,17461
17744,Riau,108587,2974,92149
17745,Sulawesi Barat,9412,200,7538
17746,Sulawesi Selatan,92158,1560,78552
17747,Sulawesi Tengah,29967,865,19773
17748,Sulawesi Tenggara,17930,413,14180
17749,Sulawesi Utara,27784,794,21197
17750,Sumatera Barat,78453,1674,62345
17751,Sumatera Selatan,52069,2419,40081
17752,Sumatera Utara,72888,1700,46143
17753,Aceh,25749,1091,18467
17754,Bali,88628,2517,73163
17755,Banten,121861,2369,104818
17756,Bengkulu,20499,321,16472
17757,DKI Jakarta,833654,12852,810211
17758,Daerah Istimewa Yogyakarta,131901,4021,95587
17759,Gorontalo,9627,291,7371
17761,Jambi,23336,523,17751
17762,Jawa Barat,642070,11075,558816
17763,Jawa Tengah,423882,23462,359466
17764,Jawa Timur,342847,23844,278250
17765,Kalimantan Barat,29603,734,24272
17766,Kalimantan Selatan,55253,1628,42668
17767,Kalimantan Tengah,37862,1111,32157
17768,Kalimantan Timur,133827,4124,110569
17769,Kalimantan Utara,26036,495,18412
17770,Kepulauan Bangka Belitung,39526,907,32004
17771,Kepulauan Riau,48804,1370,43424
17772,Lampung,40306,2684,30953
17773,Maluku,13908,234,10745
17774,Maluku Utara,10937,253,8900
17775,Nusa Tenggara Barat,22013,600,19773
17776,Nusa Tenggara Timur,49569,932,37847
17777,Papua,29138,445,17234
17778,Papua Barat,20641,303,17794
17779,Riau,109822,3030,93837
17780,Sulawesi Barat,9636,204,7700
17781,Sulawesi Selatan,93121,1586,79438
17782,Sulawesi Tengah,30933,895,20464
17783,Sulawesi Tenggara,18062,421,14518
17784,Sulawesi Utara,27957,799,21463
17785,Sumatera Barat,78954,1698,63428
17786,Sumatera Selatan,52679,2446,40645
17787,Sumatera Utara,74641,1749,47022
17788,Aceh,26134,1097,18618
17789,Bali,89898,2544,74305
17790,Banten,122536,2398,106063
17791,Bengkulu,20705,328,16672
17792,DKI Jakarta,835611,12894,811545
17793,Daerah Istimewa Yogyakarta,133411,4073,98964
17794,Gorontalo,9726,307,7580
17796,Jambi,23793,534,18073
17797,Jawa Barat,645668,11189,566537
17798,Jawa Tengah,428863,23806,366418
17799,Jawa Timur,345732,24166,282420
17800,Kalimantan Barat,29989,737,24794
17801,Kalimantan Selatan,55940,1652,42915
17802,Kalimantan Tengah,38182,1123,32381
17803,Kalimantan Timur,135670,4188,112497
17804,Kalimantan Utara,26572,505,18646
17805,Kepulauan Bangka Belitung,40028,932,32514
17806,Kepulauan Riau,49079,1392,43881
17807,Lampung,40736,2738,31499
17808,Maluku,13950,234,10856
17809,Maluku Utara,10973,258,9069
17810,Nusa Tenggara Barat,22240,603,19960
17811,Nusa Tenggara Timur,50436,962,39361
17812,Papua,29313,458,17389
17813,Papua Barat,20982,307,18296
17814,Riau,110996,3085,94897
17815,Sulawesi Barat,9856,210,7822
17816,Sulawesi Selatan,94148,1614,80416
17817,Sulawesi Tengah,31848,927,20917
17818,Sulawesi Tenggara,18152,427,14748
17819,Sulawesi Utara,28238,808,21734
17820,Sumatera Barat,79584,1720,64284
17821,Sumatera Selatan,53230,2477,41379
17822,Sumatera Utara,76113,1786,47705
17823,Aceh,26315,1127,18993
17824,Bali,91251,2579,75863
17825,Banten,122931,2422,106414
17826,Bengkulu,20822,331,16871
17827,DKI Jakarta,836691,12936,814016
17828,Daerah Istimewa Yogyakarta,134494,4103,101734
17829,Gorontalo,9841,311,7676
17831,Jambi,23893,539,18618
17832,Jawa Barat,647994,11267,570661
17833,Jawa Tengah,434162,24206,374036
17834,Jawa Timur,348894,24468,286459
17835,Kalimantan Barat,30316,740,25326
17836,Kalimantan Selatan,56405,1684,43327
17837,Kalimantan Tengah,38491,1140,32664
17838,Kalimantan Timur,136846,4252,114492
17839,Kalimantan Utara,26904,517,19071
17840,Kepulauan Bangka Belitung,40423,952,32955
17841,Kepulauan Riau,49312,1437,44229
17842,Lampung,41108,2836,31854
17843,Maluku,13978,235,10953
17844,Maluku Utara,11034,259,9124
17845,Nusa Tenggara Barat,22434,610,20094
17846,Nusa Tenggara Timur,51152,977,40646
17847,Papua,29537,465,17485
17848,Papua Barat,21209,311,18580
17849,Riau,111700,3120,95862
17850,Sulawesi Barat,9977,212,7956
17851,Sulawesi Selatan,94846,1642,81282
17852,Sulawesi Tengah,32497,953,21722
17853,Sulawesi Tenggara,18243,428,14854
17854,Sulawesi Utara,28745,823,21973
17855,Sumatera Barat,80126,1738,65199
17856,Sumatera Selatan,53503,2500,42130
17857,Sumatera Utara,77427,1819,48562
17858,Aceh,26726,1136,19376
17859,Bali,93161,2630,77987
17860,Banten,123644,2439,110238
17861,Bengkulu,21019,339,17070
17862,DKI Jakarta,837901,13004,815585
17863,Daerah Istimewa Yogyakarta,135737,4168,104673
17864,Gorontalo,9988,321,7809
17866,Jambi,24293,550,19068
17867,Jawa Barat,651163,11319,578344
17868,Jawa Tengah,438382,24678,377692
17869,Jawa Timur,353072,24721,290841
17870,Kalimantan Barat,30878,741,25835
17871,Kalimantan Selatan,57216,1688,43959
17872,Kalimantan Tengah,38960,1159,32901
17873,Kalimantan Timur,138297,4320,116381
17874,Kalimantan Utara,27240,528,19534
17875,Kepulauan Bangka Belitung,41083,976,33604
17876,Kepulauan Riau,49590,1444,44655
17877,Lampung,41575,2881,32764
17878,Maluku,14033,237,11188
17879,Maluku Utara,11111,263,9431
17880,Nusa Tenggara Barat,22812,618,20343
17881,Nusa Tenggara Timur,52037,995,41354
17882,Papua,29778,471,17685
17883,Papua Barat,21348,311,18700
17884,Riau,112770,3149,96719
17885,Sulawesi Barat,10199,218,8092
17886,Sulawesi Selatan,95933,1670,82281
17887,Sulawesi Tengah,33495,983,22635
17888,Sulawesi Tenggara,18373,432,14965
17889,Sulawesi Utara,29040,828,22262
17890,Sumatera Barat,80716,1754,66158
17891,Sumatera Selatan,54206,2520,42717
17892,Sumatera Utara,78711,1859,49813
17893,Aceh,27123,1152,19937
17894,Bali,94956,2666,79629
17895,Banten,124249,2456,111291
17896,Bengkulu,21284,339,17270
17897,DKI Jakarta,839264,13033,816798
17898,Daerah Istimewa Yogyakarta,137525,4210,106134
17899,Gorontalo,10157,327,7984
17901,Jambi,24707,560,19304
17902,Jawa Barat,653606,11358,580560
17903,Jawa Tengah,442943,25053,382908
17904,Jawa Timur,356304,24995,295334
17905,Kalimantan Barat,31371,751,26354
17906,Kalimantan Selatan,58072,1732,44383
17907,Kalimantan Tengah,39356,1171,33164
17908,Kalimantan Timur,139465,4386,118108
17909,Kalimantan Utara,27605,541,20202
17910,Kepulauan Bangka Belitung,41636,991,34123
17911,Kepulauan Riau,49837,1461,44955
17912,Lampung,42043,2906,33160
17913,Maluku,14051,238,11388
17914,Maluku Utara,11162,263,9461
17915,Nusa Tenggara Barat,23060,624,20567
17916,Nusa Tenggara Timur,52689,1016,42246
17917,Papua,29956,477,17885
17918,Papua Barat,21447,314,18849
17919,Riau,113840,3180,98213
17920,Sulawesi Barat,10370,224,8218
17921,Sulawesi Selatan,96951,1686,83296
17922,Sulawesi Tengah,34377,1017,23367
17923,Sulawesi Tenggara,18477,438,15155
17924,Sulawesi Utara,29386,844,22369
17925,Sumatera Barat,81325,1780,67458
17926,Sumatera Selatan,54611,2551,43596
17927,Sumatera Utara,80163,1876,50587
17928,Aceh,27433,1162,20972
17929,Bali,96027,2709,81675
17930,Banten,124655,2481,112710
17931,Bengkulu,21361,343,17470
17932,DKI Jakarta,840446,13050,817864
17933,Daerah Istimewa Yogyakarta,138458,4291,107452
17934,Gorontalo,10233,333,8099
17936,Jambi,25083,568,19610
17937,Jawa Barat,654918,11404,582606
17938,Jawa Tengah,447085,25362,387021
17939,Jawa Timur,358028,25225,298831
17940,Kalimantan Barat,31705,762,26860
17941,Kalimantan Selatan,58688,1773,45512
17942,Kalimantan Tengah,39838,1186,33537
17943,Kalimantan Timur,140241,4449,119814
17944,Kalimantan Utara,28024,563,20507
17945,Kepulauan Bangka Belitung,41947,1000,34706
17946,Kepulauan Riau,50049,1465,45671
17947,Lampung,42425,2958,33583
17948,Maluku,14055,238,11462
17949,Maluku Utara,11176,265,9520
17950,Nusa Tenggara Barat,23267,631,20831
17951,Nusa Tenggara Timur,53187,1023,43667
17952,Papua,30108,477,18092
17953,Papua Barat,21515,318,19127
17954,Riau,114776,3232,99047
17955,Sulawesi Barat,10470,226,8340
17956,Sulawesi Selatan,97592,1712,83979
17957,Sulawesi Tengah,35051,1048,23941
17958,Sulawesi Tenggara,18613,442,15276
17959,Sulawesi Utara,29619,851,22764
17960,Sumatera Barat,81887,1796,68642
17961,Sumatera Selatan,54822,2575,44160
17962,Sumatera Utara,81409,1916,51130
17963,Aceh,27774,1189,21108
17964,Bali,96915,2757,82638
17965,Banten,124863,2501,114109
17966,Bengkulu,21436,348,17568
17967,DKI Jakarta,840959,13078,818808
17968,Daerah Istimewa Yogyakarta,139160,4327,108633
17969,Gorontalo,10320,341,8330
17971,Jambi,25256,575,19845
17972,Jawa Barat,656777,11457,586034
17973,Jawa Tengah,450887,25735,390996
17974,Jawa Timur,359587,25453,302617
17975,Kalimantan Barat,31925,771,27386
17976,Kalimantan Selatan,59262,1798,45928
17977,Kalimantan Tengah,40313,1196,33864
17978,Kalimantan Timur,140874,4520,121705
17979,Kalimantan Utara,28211,575,20645
17980,Kepulauan Bangka Belitung,42182,1015,35252
17981,Kepulauan Riau,50250,1465,46071
17982,Lampung,42800,2986,33784
17983,Maluku,14119,240,11541
17984,Maluku Utara,11225,265,9573
17985,Nusa Tenggara Barat,23516,636,21139
17986,Nusa Tenggara Timur,53625,1041,44636
17987,Papua,30305,480,18256
17988,Papua Barat,21541,319,19243
17989,Riau,115385,3274,100730
17990,Sulawesi Barat,10536,229,8422
17991,Sulawesi Selatan,97928,1731,84799
17992,Sulawesi Tengah,35577,1082,24892
17993,Sulawesi Tenggara,18699,444,15445
17994,Sulawesi Utara,29804,865,23113
17995,Sumatera Barat,82038,1822,69661
17996,Sumatera Selatan,55059,2600,44656
17997,Sumatera Utara,82230,1949,52080
17998,Aceh,28164,1201,21328
17999,Bali,97903,2805,83675
18000,Banten,125264,2514,115430
18001,Bengkulu,21546,350,17668
18002,DKI Jakarta,841613,13102,819725
18003,Daerah Istimewa Yogyakarta,140266,4371,111451
18004,Gorontalo,10382,348,8449
18006,Jambi,25606,581,20221
18007,Jawa Barat,658588,11533,589481
18008,Jawa Tengah,454151,26041,395788
18009,Jawa Timur,361933,25697,306589
18010,Kalimantan Barat,32332,787,27912
18011,Kalimantan Selatan,59931,1838,46542
18012,Kalimantan Tengah,40650,1204,34154
18013,Kalimantan Timur,141797,4572,123279
18014,Kalimantan Utara,28706,586,21072
18015,Kepulauan Bangka Belitung,42519,1025,35934
18016,Kepulauan Riau,50534,1482,46535
18017,Lampung,43167,3024,34159
18018,Maluku,14142,240,11580
18019,Maluku Utara,11265,272,9686
18020,Nusa Tenggara Barat,23717,641,21403
18021,Nusa Tenggara Timur,54282,1056,45269
18022,Papua,30539,498,18438
18023,Papua Barat,21583,323,19385
18024,Riau,116204,3307,102269
18025,Sulawesi Barat,10692,231,8597
18026,Sulawesi Selatan,98402,1761,85556
18027,Sulawesi Tengah,36468,1103,25345
18028,Sulawesi Tenggara,18784,447,15712
18029,Sulawesi Utara,29976,865,23353
18030,Sumatera Barat,82307,1829,70408
18031,Sumatera Selatan,55429,2629,45329
18032,Sumatera Utara,83402,1960,53155
18033,Aceh,28547,1211,21504
18034,Bali,98637,2871,84829
18035,Banten,125474,2529,116061
18036,Bengkulu,21574,350,17768
18037,DKI Jakarta,842642,13115,820617
18038,Daerah Istimewa Yogyakarta,140900,4404,113763
18039,Gorontalo,10463,352,8489
18041,Jambi,25727,589,20897
18042,Jawa Barat,659961,11572,593094
18043,Jawa Tengah,457225,26333,399738
18044,Jawa Timur,363432,25921,309807
18045,Kalimantan Barat,32512,793,28433
18046,Kalimantan Selatan,60376,1877,47327
18047,Kalimantan Tengah,40875,1212,34314
18048,Kalimantan Timur,142435,4644,124936
18049,Kalimantan Utara,28876,595,21671
18050,Kepulauan Bangka Belitung,42795,1043,36353
18051,Kepulauan Riau,50712,1506,46833
18052,Lampung,43396,3061,34472
18053,Maluku,14164,240,11645
18054,Maluku Utara,11284,272,9722
18055,Nusa Tenggara Barat,23854,648,21669
18056,Nusa Tenggara Timur,54809,1064,46216
18057,Papua,30693,499,18543
18058,Papua Barat,21668,326,19576
18059,Riau,116793,3337,103367
18060,Sulawesi Barat,10746,239,8737
18061,Sulawesi Selatan,98897,1777,86080
18062,Sulawesi Tengah,36918,1130,25970
18063,Sulawesi Tenggara,18846,451,15814
18064,Sulawesi Utara,30226,872,23736
18065,Sumatera Barat,82739,1841,71065
18066,Sumatera Selatan,55546,2653,45768
18067,Sumatera Utara,84271,2007,54658
18068,Aceh,28902,1223,21742
18069,Bali,99669,2933,85853
18070,Banten,125869,2546,116469
18071,Bengkulu,21703,352,17868
18072,DKI Jakarta,843373,13149,821566
18073,Daerah Istimewa Yogyakarta,142075,4461,115882
18074,Gorontalo,10562,357,8654
18076,Jambi,26084,597,21343
18077,Jawa Barat,663492,11799,599035
18078,Jawa Tengah,458663,26735,401501
18079,Jawa Timur,366450,26141,313536
18080,Kalimantan Barat,32981,819,28958
18081,Kalimantan Selatan,61167,1906,48089
18082,Kalimantan Tengah,41177,1217,34516
18083,Kalimantan Timur,143535,4715,126230
18084,Kalimantan Utara,29292,601,21912
18085,Kepulauan Bangka Belitung,43247,1055,36940
18086,Kepulauan Riau,50890,1528,47092
18087,Lampung,43770,3151,34738
18088,Maluku,14177,242,11741
18089,Maluku Utara,11326,279,9887
18090,Nusa Tenggara Barat,24073,654,21827
18091,Nusa Tenggara Timur,55523,1075,47156
18092,Papua,30893,500,18616
18093,Papua Barat,21752,328,19789
18094,Riau,117627,3365,104069
18095,Sulawesi Barat,10845,242,8946
18096,Sulawesi Selatan,99789,1803,86321
18097,Sulawesi Tengah,37751,1153,26773
18098,Sulawesi Tenggara,19002,459,16032
18099,Sulawesi Utara,30394,883,23981
18100,Sumatera Barat,83030,1855,71744
18101,Sumatera Selatan,55851,2674,46561
18102,Sumatera Utara,85400,2040,56444
18103,Aceh,29361,1245,21986
18104,Bali,100708,3006,87097
18105,Banten,126318,2550,116939
18106,Bengkulu,21801,374,17968
18107,DKI Jakarta,844341,13160,822510
18108,Daerah Istimewa Yogyakarta,142895,4508,118229
18109,Gorontalo,10680,371,8853
18111,Jambi,26409,602,21570
18112,Jawa Barat,666161,12061,601570
18113,Jawa Tengah,460102,27074,402816
18114,Jawa Timur,368958,26345,316934
18115,Kalimantan Barat,33372,835,29683
18116,Kalimantan Selatan,61811,1925,48713
18117,Kalimantan Tengah,41421,1223,34796
18118,Kalimantan Timur,144456,4759,127664
18119,Kalimantan Utara,29650,610,22329
18120,Kepulauan Bangka Belitung,43687,1071,37521
18121,Kepulauan Riau,51093,1544,47306
18122,Lampung,44141,3185,35167
18123,Maluku,14194,242,11874
18124,Maluku Utara,11344,279,9951
18125,Nusa Tenggara Barat,24272,662,21975
18126,Nusa Tenggara Timur,56014,1086,48364
18127,Papua,31029,500,18677
18128,Papua Barat,21805,328,19906
18129,Riau,118391,3395,105258
18130,Sulawesi Barat,10934,246,9054
18131,Sulawesi Selatan,100474,1824,87376
18132,Sulawesi Tengah,38346,1170,27614
18133,Sulawesi Tenggara,19064,464,16148
18134,Sulawesi Utara,30625,885,24430
18135,Sumatera Barat,83419,1872,72426
18136,Sumatera Selatan,56114,2698,47030
18137,Sumatera Utara,86881,2060,57757
18138,Aceh,29743,1274,22242
18139,Bali,101557,3063,88294
18140,Banten,126692,2556,117091
18141,Bengkulu,21872,391,18071
18142,DKI Jakarta,845232,13173,823422
18143,Daerah Istimewa Yogyakarta,143825,4537,120770
18144,Gorontalo,10727,380,8973
18146,Jambi,26730,606,21701
18147,Jawa Barat,667909,12404,603450
18148,Jawa Tengah,461346,27389,404368
18149,Jawa Timur,371080,26547,320293
18150,Kalimantan Barat,33637,877,30210
18151,Kalimantan Selatan,62516,1952,49344
18152,Kalimantan Tengah,41600,1228,35150
18153,Kalimantan Timur,145113,4796,128886
18154,Kalimantan Utara,29891,615,22712
18155,Kepulauan Bangka Belitung,44080,1084,38004
18156,Kepulauan Riau,51296,1558,47540
18157,Lampung,44460,3203,35608
18158,Maluku,14205,245,11972
18159,Maluku Utara,11379,283,10017
18160,Nusa Tenggara Barat,24406,666,22146
18161,Nusa Tenggara Timur,56391,1094,48961
18162,Papua,31216,503,18726
18163,Papua Barat,21827,332,20285
18164,Riau,119001,3438,106375
18165,Sulawesi Barat,11043,255,9175
18166,Sulawesi Selatan,101025,1845,88348
18167,Sulawesi Tengah,38892,1199,28191
18168,Sulawesi Tenggara,19122,465,16308
18169,Sulawesi Utara,30840,890,24805
18170,Sumatera Barat,83951,1883,73160
18171,Sumatera Selatan,56350,2714,47497
18172,Sumatera Utara,88070,2099,58589
18173,Aceh,30077,1298,22420
18174,Bali,102140,3115,89349
18175,Banten,126906,2558,117953
18176,Bengkulu,21985,391,18260
18177,DKI Jakarta,845934,13201,824321
18178,Daerah Istimewa Yogyakarta,144608,4576,121895
18179,Gorontalo,10814,386,9150
18181,Jambi,26928,616,22293
18182,Jawa Barat,669101,12465,605277
18183,Jawa Tengah,462166,27706,405753
18184,Jawa Timur,372381,26750,322978
18185,Kalimantan Barat,33882,890,30835
18186,Kalimantan Selatan,62926,1980,50025
18187,Kalimantan Tengah,41890,1233,35388
18188,Kalimantan Timur,145712,4822,130617
18189,Kalimantan Utara,30074,624,23170
18190,Kepulauan Bangka Belitung,44381,1098,38447
18191,Kepulauan Riau,51315,1565,47787
18192,Lampung,44703,3255,36025
18193,Maluku,14212,245,12122
18194,Maluku Utara,11395,286,10153
18195,Nusa Tenggara Barat,24601,670,22395
18196,Nusa Tenggara Timur,56686,1103,49582
18197,Papua,31290,503,18785
18198,Papua Barat,21836,334,20621
18199,Riau,119569,3467,107045
18200,Sulawesi Barat,11126,258,9279
18201,Sulawesi Selatan,101436,1865,89570
18202,Sulawesi Tengah,39210,1220,28945
18203,Sulawesi Tenggara,19175,467,16432
18204,Sulawesi Utara,31093,894,25319
18205,Sumatera Barat,84281,1887,74768
18206,Sumatera Selatan,56525,2735,48375
18207,Sumatera Utara,89072,2118,59620
18208,Aceh,30306,1320,22707
18209,Bali,102574,3181,90361
18210,Banten,127030,2568,118913
18211,Bengkulu,22040,396,18702
18212,DKI Jakarta,846419,13221,824961
18213,Daerah Istimewa Yogyakarta,145115,4615,123449
18214,Gorontalo,10853,390,9212
18216,Jambi,26990,629,22567
18217,Jawa Barat,670584,12502,606879
18218,Jawa Tengah,462964,27802,406741
18219,Jawa Timur,373454,26938,326260
18220,Kalimantan Barat,34064,902,31253
18221,Kalimantan Selatan,63223,1993,50843
18222,Kalimantan Tengah,42069,1249,35892
18223,Kalimantan Timur,146199,4851,131557
18224,Kalimantan Utara,30255,634,23724
18225,Kepulauan Bangka Belitung,44572,1117,38966
18226,Kepulauan Riau,51397,1572,47969
18227,Lampung,44947,3311,36378
18228,Maluku,14222,245,12466
18229,Maluku Utara,11468,291,10299
18230,Nusa Tenggara Barat,24756,681,22622
18231,Nusa Tenggara Timur,56909,1115,50419
18232,Papua,31391,503,18859
18233,Papua Barat,21859,335,20752
18234,Riau,119924,3497,108078
18235,Sulawesi Barat,11140,264,9389
18236,Sulawesi Selatan,101615,1885,90750
18237,Sulawesi Tengah,39541,1235,29574
18238,Sulawesi Tenggara,19245,470,16505
18239,Sulawesi Utara,31151,901,26084
18240,Sumatera Barat,84361,1906,75418
18241,Sumatera Selatan,56802,2758,49072
18242,Sumatera Utara,89586,2140,61830
18243,Aceh,30660,1333,23044
18244,Bali,103508,3225,91329
18245,Banten,127390,2577,119233
18246,Bengkulu,22078,399,18989
18247,DKI Jakarta,846903,13231,825487
18248,Daerah Istimewa Yogyakarta,145863,4654,125172
18249,Gorontalo,10915,392,9361
18251,Jambi,27149,634,22914
18252,Jawa Barat,675838,12816,621111
18253,Jawa Tengah,464210,27918,407682
18254,Jawa Timur,375154,27122,329575
18255,Kalimantan Barat,34347,914,31757
18256,Kalimantan Selatan,63742,2007,51370
18257,Kalimantan Tengah,42296,1258,36094
18258,Kalimantan Timur,146990,4889,132646
18259,Kalimantan Utara,30497,646,24106
18260,Kepulauan Bangka Belitung,45041,1132,39305
18261,Kepulauan Riau,51517,1578,48167
18262,Lampung,45176,3347,36795
18263,Maluku,14232,249,12796
18264,Maluku Utara,11517,291,10353
18265,Nusa Tenggara Barat,24954,690,22841
18266,Nusa Tenggara Timur,57494,1126,51336
18267,Papua,31543,504,18907
18268,Papua Barat,21901,336,21014
18269,Riau,120487,3522,109073
18270,Sulawesi Barat,11243,275,9546
18271,Sulawesi Selatan,102165,1896,91745
18272,Sulawesi Tengah,40114,1250,30540
18273,Sulawesi Tenggara,19329,472,16630
18274,Sulawesi Utara,31334,904,26545
18275,Sumatera Barat,84752,1917,75842
18276,Sumatera Selatan,57075,2781,49595
18277,Sumatera Utara,90721,2175,63773
18278,Aceh,31028,1352,23297
18279,Bali,104254,3270,92167
18280,Banten,127745,2585,119768
18281,Bengkulu,22153,404,19193
18282,DKI Jakarta,847692,13240,826210
18283,Daerah Istimewa Yogyakarta,146736,4693,126379
18284,Gorontalo,10963,396,9524
18286,Jambi,27423,648,23137
18287,Jawa Barat,681301,13086,634589
18288,Jawa Tengah,465027,28020,409203
18289,Jawa Timur,376773,27322,332264
18290,Kalimantan Barat,34686,921,32270
18291,Kalimantan Selatan,64208,2056,52048
18292,Kalimantan Tengah,42482,1261,36421
18293,Kalimantan Timur,147855,4929,133847
18294,Kalimantan Utara,30781,652,24808
18295,Kepulauan Bangka Belitung,45429,1154,39713
18296,Kepulauan Riau,51602,1588,48420
18297,Lampung,45465,3363,37124
18298,Maluku,14265,249,13043
18299,Maluku Utara,11561,292,10439
18300,Nusa Tenggara Barat,25156,698,23085
18301,Nusa Tenggara Timur,57859,1128,51923
18302,Papua,31657,505,18949
18303,Papua Barat,21956,338,21134
18304,Riau,120996,3553,109951
18305,Sulawesi Barat,11287,281,9676
18306,Sulawesi Selatan,102730,1928,92383
18307,Sulawesi Tengah,40617,1270,31515
18308,Sulawesi Tenggara,19431,476,16767
18309,Sulawesi Utara,31577,906,26965
18310,Sumatera Barat,85132,1931,76334
